#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
47.jpg,91160,{},4,3,"{'name': 'rect', 'x': 1606, 'y': 572, 'width': 118, 'height': 167}",L_stick
48.jpg,76704,{},4,0,"{'name': 'rect', 'x': 1337, 'y': 516, 'width': 51, 'height': 63}",clip_Y
48.jpg,76704,{},4,1,"{'name': 'rect', 'x': 1260, 'y': 728, 'width': 90, 'height': 94}",nail
48.jpg,76704,{},4,2,"{'name': 'rect', 'x': 1438, 'y': 1078, 'width': 106, 'height': 90}",clip_B
48.jpg,76704,{},4,3,"{'name': 'rect', 'x': 1608, 'y': 956, 'width': 116, 'height': 159}",L_stick
49.jpg,92129,{},4,0,"{'name': 'rect', 'x': 1337, 'y': 522, 'width': 55, 'height': 55}",clip_Y
49.jpg,92129,{},4,1,"{'name': 'rect', 'x': 1258, 'y': 732, 'width': 92, 'height': 92}",nail
49.jpg,92129,{},4,2,"{'name': 'rect', 'x': 1444, 'y': 1074, 'width': 102, 'height': 92}",clip_B
49.jpg,92129,{},4,3,"{'name': 'rect', 'x': 1606, 'y': 954, 'width': 116, 'height': 157}",L_stick
50.jpg,75924,{},4,0,"{'name': 'rect', 'x': 1337, 'y': 516, 'width': 59, 'height': 65}",clip_Y
50.jpg,75924,{},4,1,"{'name': 'rect', 'x': 1256, 'y': 726, 'width': 100, 'height': 98}",nail
50.jpg,75924,{},4,2,"{'name': 'rect', 'x': 1442, 'y': 1078, 'width': 108, 'height': 96}",clip_B
50.jpg,75924,{},4,3,"{'name': 'rect', 'x': 1608, 'y': 954, 'width': 124, 'height': 165}",L_stick
51.jpg,68154,{},4,0,"{'name': 'rect', 'x': 1256, 'y': 720, 'width': 102, 'height': 104}",nail
51.jpg,68154,{},4,1,"{'name': 'rect', 'x': 1345, 'y': 501, 'width': 51, 'height': 64}",clip_Y
51.jpg,68154,{},4,2,"{'name': 'rect', 'x': 1460, 'y': 1100, 'width': 106, 'height': 94}",clip_B
51.jpg,68154,{},4,3,"{'name': 'rect', 'x': 1636, 'y': 971, 'width': 122, 'height': 164}",L_stick
52.jpg,56117,{},4,0,"{'name': 'rect', 'x': 1254, 'y': 722, 'width': 110, 'height': 108}",nail
52.jpg,56117,{},4,1,"{'name': 'rect', 'x': 1345, 'y': 495, 'width': 59, 'height': 60}",clip_Y
52.jpg,56117,{},4,2,"{'name': 'rect', 'x': 1458, 'y': 1108, 'width': 126, 'height': 112}",clip_B
52.jpg,56117,{},4,3,"{'name': 'rect', 'x': 1642, 'y': 967, 'width': 147, 'height': 201}",L_stick
53.jpg,89547,{},4,0,"{'name': 'rect', 'x': 1260, 'y': 722, 'width': 102, 'height': 108}",nail
53.jpg,89547,{},4,1,"{'name': 'rect', 'x': 1351, 'y': 495, 'width': 49, 'height': 52}",clip_Y
53.jpg,89547,{},4,2,"{'name': 'rect', 'x': 1648, 'y': 971, 'width': 130, 'height': 177}",L_stick
53.jpg,89547,{},4,3,"{'name': 'rect', 'x': 1468, 'y': 1110, 'width': 110, 'height': 100}",clip_B
54.jpg,83754,{},4,0,"{'name': 'rect', 'x': 1258, 'y': 720, 'width': 102, 'height': 106}",nail
54.jpg,83754,{},4,1,"{'name': 'rect', 'x': 1347, 'y': 483, 'width': 59, 'height': 72}",clip_Y
54.jpg,83754,{},4,2,"{'name': 'rect', 'x': 1470, 'y': 1116, 'width': 116, 'height': 102}",clip_B
54.jpg,83754,{},4,3,"{'name': 'rect', 'x': 1650, 'y': 975, 'width': 130, 'height': 177}",L_stick
55.jpg,54677,{},4,0,"{'name': 'rect', 'x': 1256, 'y': 718, 'width': 108, 'height': 114}",nail
55.jpg,54677,{},4,1,"{'name': 'rect', 'x': 1349, 'y': 473, 'width': 74, 'height': 68}",clip_Y
55.jpg,54677,{},4,2,"{'name': 'rect', 'x': 1482, 'y': 1120, 'width': 127, 'height': 127}",clip_B
55.jpg,54677,{},4,3,"{'name': 'rect', 'x': 1680, 'y': 985, 'width': 143, 'height': 201}",L_stick
56.jpg,231649,{},4,0,"{'name': 'rect', 'x': 651, 'y': 435, 'width': 42, 'height': 134}",L_stick
56.jpg,231649,{},4,1,"{'name': 'rect', 'x': 847, 'y': 558, 'width': 50, 'height': 54}",clip_Y
56.jpg,231649,{},4,2,"{'name': 'rect', 'x': 940, 'y': 928, 'width': 88, 'height': 56}",nail
56.jpg,231649,{},4,3,"{'name': 'rect', 'x': 1108, 'y': 934, 'width': 72, 'height': 74}",clip_B
57.jpg,91693,{},4,0,"{'name': 'rect', 'x': 1353, 'y': 467, 'width': 70, 'height': 72}",clip_Y
57.jpg,91693,{},4,1,"{'name': 'rect', 'x': 1264, 'y': 716, 'width': 112, 'height': 112}",nail
57.jpg,91693,{},4,2,"{'name': 'rect', 'x': 1490, 'y': 1140, 'width': 115, 'height': 109}",clip_B
57.jpg,91693,{},4,3,"{'name': 'rect', 'x': 1680, 'y': 989, 'width': 141, 'height': 201}",L_stick
58.jpg,94303,{},4,0,"{'name': 'rect', 'x': 1260, 'y': 720, 'width': 108, 'height': 112}",nail
58.jpg,94303,{},4,1,"{'name': 'rect', 'x': 1357, 'y': 473, 'width': 59, 'height': 64}",clip_Y
58.jpg,94303,{},4,2,"{'name': 'rect', 'x': 1486, 'y': 1142, 'width': 125, 'height': 99}",clip_B
58.jpg,94303,{},4,3,"{'name': 'rect', 'x': 1682, 'y': 995, 'width': 139, 'height': 187}",L_stick
59.jpg,108609,{},4,0,"{'name': 'rect', 'x': 1258, 'y': 716, 'width': 112, 'height': 112}",nail
59.jpg,108609,{},4,1,"{'name': 'rect', 'x': 1357, 'y': 477, 'width': 64, 'height': 62}",clip_Y
59.jpg,108609,{},4,2,"{'name': 'rect', 'x': 1482, 'y': 1134, 'width': 127, 'height': 107}",clip_B
59.jpg,108609,{},4,3,"{'name': 'rect', 'x': 1680, 'y': 989, 'width': 143, 'height': 193}",L_stick
60.jpg,111117,{},4,0,"{'name': 'rect', 'x': 1266, 'y': 722, 'width': 104, 'height': 106}",nail
60.jpg,111117,{},4,1,"{'name': 'rect', 'x': 1357, 'y': 473, 'width': 62, 'height': 64}",clip_Y
60.jpg,111117,{},4,2,"{'name': 'rect', 'x': 1486, 'y': 1138, 'width': 119, 'height': 105}",clip_B
60.jpg,111117,{},4,3,"{'name': 'rect', 'x': 1680, 'y': 991, 'width': 133, 'height': 185}",L_stick
61.jpg,93737,{},4,0,"{'name': 'rect', 'x': 1025, 'y': 235, 'width': 72, 'height': 67}",clip_Y
61.jpg,93737,{},4,1,"{'name': 'rect', 'x': 934, 'y': 475, 'width': 104, 'height': 116}",nail
61.jpg,93737,{},4,2,"{'name': 'rect', 'x': 1155, 'y': 902, 'width': 122, 'height': 108}",clip_B
61.jpg,93737,{},4,3,"{'name': 'rect', 'x': 1351, 'y': 758, 'width': 130, 'height': 191}",L_stick
62.jpg,100401,{},4,0,"{'name': 'rect', 'x': 936, 'y': 471, 'width': 104, 'height': 118}",nail
62.jpg,100401,{},4,1,"{'name': 'rect', 'x': 1031, 'y': 226, 'width': 54, 'height': 72}",clip_Y
62.jpg,100401,{},4,2,"{'name': 'rect', 'x': 1155, 'y': 896, 'width': 118, 'height': 106}",clip_B
62.jpg,100401,{},4,3,"{'name': 'rect', 'x': 1347, 'y': 752, 'width': 134, 'height': 197}",L_stick
63.jpg,99140,{},4,0,"{'name': 'rect', 'x': 1021, 'y': 208, 'width': 62, 'height': 78}",clip_Y
63.jpg,99140,{},4,1,"{'name': 'rect', 'x': 922, 'y': 465, 'width': 108, 'height': 122}",nail
63.jpg,99140,{},4,2,"{'name': 'rect', 'x': 1151, 'y': 906, 'width': 120, 'height': 108}",clip_B
63.jpg,99140,{},4,3,"{'name': 'rect', 'x': 1351, 'y': 756, 'width': 144, 'height': 197}",L_stick
64.jpg,81620,{},4,0,"{'name': 'rect', 'x': 1140, 'y': 222, 'width': 64, 'height': 68}",clip_Y
64.jpg,81620,{},4,1,"{'name': 'rect', 'x': 1041, 'y': 471, 'width': 113, 'height': 116}",nail
64.jpg,81620,{},4,2,"{'name': 'rect', 'x': 1268, 'y': 910, 'width': 122, 'height': 100}",clip_B
64.jpg,81620,{},4,3,"{'name': 'rect', 'x': 1468, 'y': 750, 'width': 143, 'height': 201}",L_stick
65.jpg,83757,{},4,0,"{'name': 'rect', 'x': 1043, 'y': 578, 'width': 107, 'height': 113}",nail
65.jpg,83757,{},4,1,"{'name': 'rect', 'x': 1147, 'y': 332, 'width': 55, 'height': 57}",clip_Y
65.jpg,83757,{},4,2,"{'name': 'rect', 'x': 1276, 'y': 1009, 'width': 112, 'height': 112}",clip_B
65.jpg,83757,{},4,3,"{'name': 'rect', 'x': 1470, 'y': 861, 'width': 151, 'height': 202}",L_stick
66.jpg,96182,{},4,0,"{'name': 'rect', 'x': 1039, 'y': 578, 'width': 113, 'height': 121}",nail
66.jpg,96182,{},4,1,"{'name': 'rect', 'x': 1142, 'y': 326, 'width': 60, 'height': 65}",clip_Y
66.jpg,96182,{},4,2,"{'name': 'rect', 'x': 1274, 'y': 1015, 'width': 112, 'height': 108}",clip_B
66.jpg,96182,{},4,3,"{'name': 'rect', 'x': 1472, 'y': 861, 'width': 137, 'height': 194}",L_stick
67.jpg,98691,{},4,0,"{'name': 'rect', 'x': 902, 'y': 1229, 'width': 116, 'height': 145}",L_stick
67.jpg,98691,{},4,1,"{'name': 'rect', 'x': 920, 'y': 835, 'width': 80, 'height': 92}",clip_B
67.jpg,98691,{},4,2,"{'name': 'rect', 'x': 1064, 'y': 1102, 'width': 84, 'height': 88}",nail
67.jpg,98691,{},4,3,"{'name': 'rect', 'x': 1270, 'y': 1207, 'width': 55, 'height': 66}",clip_Y
68.jpg,102036,{},4,0,"{'name': 'rect', 'x': 1138, 'y': 319, 'width': 66, 'height': 82}",clip_Y
68.jpg,102036,{},4,1,"{'name': 'rect', 'x': 1041, 'y': 578, 'width': 113, 'height': 123}",nail
68.jpg,102036,{},4,2,"{'name': 'rect', 'x': 1278, 'y': 1015, 'width': 112, 'height': 106}",clip_B
68.jpg,102036,{},4,3,"{'name': 'rect', 'x': 1472, 'y': 861, 'width': 139, 'height': 202}",L_stick
69.jpg,97917,{},3,0,"{'name': 'rect', 'x': 1039, 'y': 578, 'width': 115, 'height': 123}",nail
